id,title,Director
13497,Drumline,Charles Stone III
35688,Why Did I Get Married Too?,Tyler Perry
162,Edward Scissorhands,Tim Burton
296096,Me Before You,Thea Sharrock
103370,Madea's Witness Protection,Tyler Perry
1051,The French Connection,William Friedkin
376659,Bad Moms,Jon Lucas
10073,Date Movie,Jason Friedberg
16690,Return to Never Land,Robin Budd
273895,Selma,Ava DuVernay
14873,The Jungle Book 2,Steve Trenbirth
8968,Boogeyman,Stephen T. Kay
9963,Premonition,Mennan Yapo
15655,The Tigger Movie,Jun Falkenstein
21208,Orphan,Jaume Collet-Serra
272878,Max,Boaz Yakin
9760,Epic Movie,Jason Friedberg
314365,Spotlight,Tom McCarthy
13279,Lakeview Terrace,Neil LaBute
1975,The Grudge 2,Takashi Shimizu
33644,How Stella Got Her Groove Back,Kevin Rodney Sullivan
1649,Bill & Ted's Bogus Journey,Peter Hewitt
9895,Man of the Year,Barry Levinson
9570,The Black Hole,Gary Nelson
27579,The American,Anton Corbijn
16052,Selena,Gregory Nava
40264,Vampires Suck,Jason Friedberg
1164,Babel,Alejandro González Iñárritu
239678,This Is Where I Leave You,Shawn Levy
14359,Doubt,John Patrick Shanley
3989,Team America: World Police,Trey Parker
76617,Texas Chainsaw 3D,John Luessenhop
1710,Copycat,Jon Amiel
4258,Scary Movie 5,Malcolm D. Lee
20391,Paint Your Wagon,Joshua Logan
10139,Milk,Gus Van Sant
335778,Risen,Kevin Reynolds
9645,Ghost Ship,Steve Beck
55465,A Very Harold & Kumar Christmas,Todd Strauss-Schulson
617,Wild Things,John McNaughton
19904,The Stepfather,Nelson McCormick
48289,The Debt,John Madden
243,High Fidelity,Stephen Frears
6933,One Missed Call,Eric Valette
17182,Eye for an Eye,John Schlesinger
8848,The Bank Job,Roger Donaldson
38,Eternal Sunshine of the Spotless Mind,Michel Gondry
38303,You Again,Andy Fickman
1266,Street Kings,David Ayer
107985,The World's End,Edgar Wright
14043,Nancy Drew,Andrew Fleming
19901,Daybreakers,Michael Spierig
34016,She's Out of My League,Jim Field Smith
59860,Monte Carlo,Thomas Bezucha
10069,Stay Alive,William Brent Bell
9588,Quigley Down Under,Simon Wincer
12819,Alpha and Omega,Ben Gluck
9954,The Covenant,Renny Harlin
10115,Stick It,Jessica Bendinger
25132,Shorts,Robert Rodriguez
577,To Die For,Gus Van Sant
328387,Nerve,Henry Joost
12690,Appaloosa,Ed Harris
9945,Vampires,John Carpenter
539,Psycho,Alfred Hitchcock
13596,My Best Friend's Girl,Howard Deutch
226857,Endless Love,Shana Feste
13159,Georgia Rule,Garry Marshall
47941,Under the Rainbow,Steve Rash
526,Ladyhawke,Richard Donner
22796,Simon Birch,Mark Steven Johnson
2355,Reign Over Me,Mike Binder
5915,Into the Wild,Sean Penn
9842,School for Scoundrels,Todd Phillips
61012,Silent Hill: Revelation 3D,Michael J. Bassett
755,From Dusk Till Dawn,Robert Rodriguez
13682,Pooh's Heffalump Movie,Frank Nissen
9089,Home for the Holidays,Jodie Foster
9470,Kung Fu Hustle,Stephen Chow
18357,The Country Bears,Peter Hastings
7979,The Kite Runner,Marc Forster
470,21 Grams,Alejandro González Iñárritu
15644,Paparazzi,Paul Abascal
9582,A Guy Thing,Chris Koch
10642,Loser,Amy Heckerling
22074,Capitalism: A Love Story,Michael Moore
2428,The Greatest Story Ever Told,George Stevens
290751,Secret in Their Eyes,Billy Ray
13805,Disaster Movie,Jason Friedberg
4597,Armored,Nimród Antal
9414,The Man Who Knew Too Little,Jon Amiel
63492,What's Your Number?,Mark Mylod
81796,Lockout,Stephen St. Leger
10710,Envy,Barry Levinson
15092,Crank: High Voltage,Brian Taylor
11382,Bullets Over Broadway,Woody Allen
15005,One Night with the King,Michael O. Sajbel
8198,The Quiet American,Phillip Noyce
6963,The Weather Man,Gore Verbinski
15070,Undisputed,Walter Hill
12797,Ghost Town,David Koepp
17134,12 Rounds,Renny Harlin
41402,Let Me In,Matt Reeves
18885,3 Ninjas Kick Back,Charles T. Kanganis
4953,Be Kind Rewind,Michel Gondry
10773,Mrs Henderson Presents,Stephen Frears
146198,Triple 9,John Hillcoat
2639,Deconstructing Harry,Woody Allen
10563,Three to Tango,Damon Santostefano
295964,Burnt,John Wells
5971,We're No Angels,Neil Jordan
9716,Everyone Says I Love You,Woody Allen
11835,Death Sentence,James Wan
26171,Everybody's Fine,Kirk Jones
31117,Superbabies: Baby Geniuses 2,Bob Clark
9074,The Man,Les Mayfield
14396,Code Name: The Cleaner,Les Mayfield
15673,Connie and Carla,Michael Lembeck
42618,Sweet Charity,Bob Fosse
171274,Inherent Vice,Paul Thomas Anderson
24432,Doogal,Frank Passingham
109417,Battle of the Year,Benson Lee
13948,An American Carol,David Zucker
106747,Machete Kills,Robert Rodriguez
10929,Willard,Glen Morgan
14220,Strange Wilderness,Fred Wolf
46435,Topsy-Turvy,Mike Leigh
256962,Little Boy,Alejandro Monteverde
48231,A Dangerous Method,David Cronenberg
3509,A Scanner Darkly,Richard Linklater
82684,Chasing Mavericks,Curtis Hanson
12142,Alone in the Dark,Uwe Boll
23367,Bandslam,Todd Graff
10740,Birth,Jonathan Glazer
241239,A Most Violent Year,J.C. Chandor
14582,Passchendaele,Paul Gross
14914,Flash of Genius,Marc Abraham
3902,I'm Not There.,Todd Haynes
77948,The Cold Light of Day,Mabrouk El Mechri
21755,The Brothers Bloom,Rian Johnson
4960,"Synecdoche, New York",Charlie Kaufman
128,Princess Mononoke,Hayao Miyazaki
14652,Bon voyage,Jean-Paul Rappeneau
40932,Can't Stop the Music,Nancy Walker
16608,The Proposition,John Hillcoat
334531,My All American,Angelo Pizzo
32316,Marci X,Richard Benjamin
7299,Equilibrium,Kurt Wimmer
13405,The Children of Huang Shi,Roger Spottiswoode
19457,The Yards,James Gray
112937,The Oogieloves in the Big Balloon Adventure,Matthew Diamond
314385,By the Sea,Angelina Jolie
8953,Steamboy,Katsuhiro Ōtomo
29078,The Game of Their Lives,David Anspaugh
46503,All Good Things,Andrew Jarecki
10448,Rapa Nui,Kevin Reynolds
13688,CJ7,Stephen Chow
10353,The Visitors II: The Corridors of Time,Jean-Marie Poiré
43935,Dylan Dog: Dead of Night,Kevin Munroe
11458,People I Know,Daniel Algrant
44638,The Tempest,Julie Taymor
241257,Regression,Alejandro Amenábar
14538,Three Kingdoms: Resurrection of the Dragon,Daniel Lee
13250,Butterfly on a Wheel,Mike Barker
133931,Zambezia,Wayne Thornley
280871,Ramanujan,Gnana Rajasekaran
239897,Dwegons,Tom Walsh
184341,Hands of Stone,Jonathan Jakubowicz
334074,Survivor,James McTeigue
199373,The Frozen Ground,Scott Walker
14202,The Painted Veil,John Curran
6968,The Baader Meinhof Complex,Uli Edel
581,Dances with Wolves,Kevin Costner
52449,Bad Teacher,Jake Kasdan
12150,Sea of Love,Harold Becker
11247,A Cinderella Story,Mark Rosman
4232,Scream,Wes Craven
9378,Thir13en Ghosts,Steve Beck
694,The Shining,Stanley Kubrick
105,Back to the Future,Robert Zemeckis
11377,House on Haunted Hill,William Malone
26367,I Can Do Bad All By Myself,Tyler Perry
385383,Fight Valley,Rob Hawk
41210,The Switch,Josh Gordon
12090,Just Married,Shawn Levy
62630,The Devil's Double,Lee Tamahori
16110,Thomas and the Magic Railroad,Britt Allcroft
29427,The Crazies,Breck Eisner
129,Spirited Away,Hayao Miyazaki
244114,Firestorm,Alan Yuen
2669,The Bounty,Roger Donaldson
203833,The Book Thief,Brian Percival
13523,Sex Drive,Sean Anders
25195,Leap Year,Anand Tucker
17277,The Fall of the Roman Empire,Anthony Mann
50725,Take Me Home Tonight,Michael Dowse
82631,Won't Back Down,Daniel Barnz
73191,The Nutcracker,Emile Ardolino
22479,Kansas City,Robert Altman
340611,Indignation,James Schamus
10065,The Amityville Horror,Andrew Douglas
2757,Adaptation.,Spike Jonze
11683,Land of the Dead,George A. Romero
244339,Out of Inferno,Danny Pang
1878,Fear and Loathing in Las Vegas,Terry Gilliam
23082,The Invention of Lying,Ricky Gervais
195589,Neighbors,Nicholas Stoller
854,The Mask,Chuck Russell
2280,Big,Penny Marshall
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles
8835,Legally Blonde,Robert Luketic
157,Star Trek III: The Search for Spock,Leonard Nimoy
8643,The Exorcism of Emily Rose,Scott Derrickson
10402,Deuce Bigalow: Male Gigolo,Mike Mitchell
218043,Left Behind,Vic Armstrong
9043,The Family Stone,Thomas Bezucha
21301,Barbershop 2:  Back in Business,Kevin Rodney Sullivan
10147,Bad Santa,Terry Zwigoff
816,Austin Powers: International Man of Mystery,Jay Roach
302688,My Big Fat Greek Wedding 2,Kirk Jones
60307,Diary of a Wimpy Kid: Rodrick Rules,David Bowers
106,Predator,John McTiernan
279,Amadeus,Miloš Forman
8617,Prom Night,Nelson McCormick
10625,Mean Girls,Mark Waters
10934,Under the Tuscan Sun,Audrey Wells
5279,Gosford Park,Robert Altman
10013,Peggy Sue Got Married,Francis Ford Coppola
194662,Birdman,Alejandro González Iñárritu
160588,Blue Jasmine,Woody Allen
9829,United 93,Paul Greengrass
10028,Honey,Bille Woodruff
10535,Spy Hard,Rick Friedberg
790,The Fog,John Carpenter
43959,Soul Surfer,Sean McNamara
10364,Catch-22,Mike Nichols
16991,Observe and Report,Jody Hill
9610,Conan the Destroyer,Richard Fleischer
1578,Raging Bull,Martin Scorsese
25643,Love Happens,Brandon Camp
11904,Young Sherlock Holmes,Barry Levinson
28665,Fame,Kevin Tancharoen
44115,127 Hours,Danny Boyle
10569,Small Time Crooks,Woody Allen
10560,Center Stage,Nicholas Hytner
333348,Love the Coopers,Jessie Nelson
20483,Catch That Kid,Bart Freundlich
11457,Life as a House,Irwin Winkler
321697,Steve Jobs,Danny Boyle
19840,"I Love You, Beth Cooper",Chris Columbus
22327,Youth in Revolt,Miguel Arteta
38665,The Legend of the Lone Ranger,William A. Fraker
2575,The Tailor of Panama,John Boorman
11644,Blow Out,Brian De Palma
146227,Getaway,Courtney Solomon
68924,The Ice Storm,Ang Lee
253235,And So It Goes,Rob Reiner
22102,Troop Beverly Hills,Jeff Kanew
18701,Being Julia,István Szabó
10068,Nine 1/2 Weeks,Adrian Lyne
848,Dragonslayer,Matthew Robbins
36811,The Last Station,Michael Hoffman
522,Ed Wood,Tim Burton
130150,Labor Day,Jason Reitman
12246,Mongol: The Rise of Genghis Khan,Sergei Bodrov
13809,RockNRolla,Guy Ritchie
27380,Megaforce,Hal Needham
10549,Hamlet,Kenneth Branagh
33870,Mao's Last Dancer,Bruce Beresford
245703,Midnight Special,Jeff Nichols
10739,Anything Else,Woody Allen
127560,The Railway Man,Jonathan Teplitzky
37903,The White Ribbon,Michael Haneke
396152,Restoration,Zack Ward
10017,The Wraith,Mike Marvin
11468,Salton Sea,D.J. Caruso
193613,Metallica: Through the Never,Nimród Antal
17436,The Informers,Gregor Jordan
43434,Carlos,Olivier Assayas
31166,I Come with the Rain,Tran Anh Hung
69848,One Man's Hero,Lance Hool
8408,Day of the Dead,George A. Romero
332411,I Am Wrath,Chuck Russell
9389,Renaissance,Christian Volckman
9626,Red Sonja,Richard Fleischer
75638,Red Lights,Rodrigo Cortés
8363,Superbad,Greg Mottola
15670,Madea Goes to Jail,Tyler Perry
290555,Wolves,David Hayter
8328,Step Up 2: The Streets,Jon M. Chu
10982,Hoodwinked!,Cory Edwards
205,Hotel Rwanda,Terry George
1620,Hitman,Xavier Gens
175541,Black Nativity,Kasi Lemmons
241254,The Prince,Brian A Miller
31932,City of Ghosts,Matt Dillon
1933,The Others,Alejandro Amenábar
679,Aliens,James Cameron
11113,My Fair Lady,George Cukor
3597,I Know What You Did Last Summer,Jim Gillespie
193893,Let's Be Cops,Luke Greenfield
9675,Sideways,Alexander Payne
9988,Beerfest,Jay Chandrasekhar
948,Halloween,John Carpenter
21765,Good Boy!,John Robert Hoffman
146304,The Best Man Holiday,Malcolm D. Lee
7516,Smokin' Aces,Joe Carnahan
41439,Saw: The Final Chapter,Kevin Greutert
2752,40 Days and 40 Nights,Michael Lehmann
9429,A Night at the Roxbury,John Fortenberry
38117,Beastly,Daniel Barnz
9792,The Hills Have Eyes,Alexandre Aja
13778,Dickie Roberts: Former Child Star,Sam Weisman
228203,"McFarland, USA",Niki Caro
41382,Lottery Ticket,Erik White
13960,ATL,Christian Robinson
114150,Pitch Perfect,Jason Moore
26602,Summer Catch,Mike Tollin
10223,A Simple Plan,Sam Raimi
16028,They,Robert Harmon
15639,Larry the Cable Guy: Health Inspector,Trent Cooper
16112,The Adventures of Elmo in Grouchland,Gary Halvorson
26390,Brooklyn's Finest,Antoine Fuqua
27759,55 Days at Peking,Nicholas Ray
109428,Evil Dead,Fede Alvarez
23049,My Life in Ruins,Donald Petrie
9310,American Dreamz,Paul Weitz
11411,Superman IV: The Quest for Peace,Sidney J. Furie
16988,How She Move,Ian Iqbal Rashid
7304,Running Scared,Wayne Kramer
24747,Bobby Jones: Stroke of Genius,Rowdy Herrington
58048,Shanghai Surprise,Jim Goddard
1491,The Illusionist,Neil Burger
2989,Roar,Noel Marshall
10629,Veronica Guerin,Joel Schumacher
255343,Escobar: Paradise Lost,Andrea Di Stefano
4723,Southland Tales,Richard Kelly
10800,Dragon Hunters,Guillaume Ivernel
25763,Damnation Alley,Jack Smight
79694,The Apparition,Todd Lincoln 
4032,My Girl,Howard Zieff
18615,Fur: An Imaginary Portrait of Diane Arbus,Steven Shainberg
10673,Wall Street,Oliver Stone
4584,Sense and Sensibility,Ang Lee
2977,Becoming Jane,Julian Jarrold
10760,Sydney White,Joe Nussbaum
11093,House of Sand and Fog,Vadim Perelman
207,Dead Poets Society,Peter Weir
8467,Dumb and Dumber,Bobby Farrelly
639,When Harry Met Sally...,Rob Reiner
24226,The Verdict,Sidney Lumet
9285,Road Trip,Todd Phillips
14709,Varsity Blues,Brian Robbins
74643,The Artist,Michel Hazanavicius
13788,The Unborn,David S. Goyer
83666,Moonrise Kingdom,Wes Anderson
10781,The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman
318850,The Young Messiah,Cyrus Nowrasteh
13908,The Master of Disguise,Perry Andelin Blake
1417,Pan's Labyrinth,Guillermo del Toro
39180,See Spot Run,John Whitesell
16161,Baby Boy,John Singleton
49950,The Roommate,Christian E. Christiansen
10956,Joe Dirt,Dennie Gordon
9594,Double Impact,Sheldon Lettich
4638,Hot Fuzz,Edgar Wright
13972,The Women,Diane English
5038,Vicky Cristina Barcelona,Woody Allen
13491,Arn: The Knight Templar,Peter Flinth
10571,Boys and Girls,Robert Iscove
10994,White Oleander,Peter Kosminsky
19994,Jennifer's Body,Karyn Kusama
25166,Drowning Mona,Nick Gomez
30890,Radio Days,Woody Allen
23169,Remember Me,Allen Coulter
17403,How to Deal,Clare Kilner
12120,My Stepmother is an Alien,Richard Benjamin
9800,Philadelphia,Jonathan Demme
1090,The Thirteenth Floor,Josef Rusnak
18475,The Cookout,Lance Rivera
40160,Meteor,Ronald Neame
18074,Duets,Bruce Paltrow
9689,Hollywood Ending,Woody Allen
9781,Detroit Rock City,Adam Rifkin
8009,Highlander,Russell Mulcahy
3877,Things We Lost in the Fire,Susanne Bier
8854,Steel,Kenneth Johnson
152599,The Immigrant,James Gray
18840,The White Countess,James Ivory
68727,Trance,Danny Boyle
12657,Soul Plane,Jessy Terrero
8265,Welcome to the Sticks,Dany Boon
12410,Good,Vicente Amorim
34647,Enter the Void,Gaspar Noé
73935,Vamps,Amy Heckerling
28178,Hachi: A Dog's Tale,Lasse Hallström
185567,Zulu,Jérôme Salle
264656,The Homesman,Tommy Lee Jones
35696,Juwanna Mann,Jesse Vaughan
16351,Ararat,Atom Egoyan
38717,Madison,William Bindley
18777,Slow Burn,Wayne Beach
2110,Wasabi,Gérard Krawczyk
9035,Slither,James Gunn
90,Beverly Hills Cop,Martin Brest
771,Home Alone,Chris Columbus
12154,Three Men and a Baby,Leonard Nimoy
9576,Tootsie,Sydney Pollack
744,Top Gun,Tony Scott
146,"Crouching Tiger, Hidden Dragon",Ang Lee
14,American Beauty,Sam Mendes
45269,The King's Speech,Tom Hooper
9493,Twins,Ivan Reitman
22556,The Yellow Handkerchief,Udayan Prasad
873,The Color Purple,Steven Spielberg
33196,Tidal Wave,Yoon Je-kyoon
205596,The Imitation Game,Morten Tyldum
10765,Private Benjamin,Howard Zieff
16769,Coal Miner's Daughter,Michael Apted
33217,Diary of a Wimpy Kid,Thor Freudenthal
132232,Mama,Andy Muschietti
11153,National Lampoon's Vacation,Harold Ramis
208134,Bad Grandpa,Jeff Tremaine
1165,The Queen,Stephen Frears
4011,Beetlejuice,Tim Burton
17202,Why Did I Get Married?,Tyler Perry
9587,Little Women,Gillian Armstrong
65086,The Woman in Black,James Watkins
10053,When a Stranger Calls,Simon West
11870,Big Fat Liar,Shawn Levy
11778,The Deer Hunter,Michael Cimino
586,Wag the Dog,Barry Levinson
18736,The Lizzie McGuire Movie,Jim Fall
134411,Snitch,Ric Roman Waugh
287903,Krampus,Michael Dougherty
9276,The Faculty,Robert Rodriguez
15765,What's Love Got to Do with It,Brian Gibson
2142,Cop Land,James Mangold
11397,Not Another Teen Movie,Joel Gallen
77016,End of Watch,David Ayer
11478,The Skulls,Rob Cohen
266856,The Theory of Everything,James Marsh
13411,Malibu's Most Wanted,John Whitesell
10564,Where the Heart Is,Matt Williams
947,Lawrence of Arabia,David Lean
24150,Halloween II,Rob Zombie
228970,Wild,Jean-Marc Vallée
18405,The Last House on the Left,Dennis Iliadis
6961,The Wedding Date,Clare Kilner
11442,Halloween: Resurrection,Rick Rosenthal
2493,The Princess Bride,Rob Reiner
14047,The Great Debaters,Denzel Washington
64690,Drive,Nicolas Winding Refn
11132,Confessions of a Teenage Drama Queen,Sara Sugarman
17127,The Object of My Affection,Nicholas Hytner
1562,28 Weeks Later,Juan Carlos Fresnadillo
232679,When the Game Stands Tall,Thomas Carter
17880,Because of Winn-Dixie,Wayne Wang
14736,Love & Basketball,Gina Prince-Bythewood
9434,Grosse Pointe Blank,George Armitage
23706,All About Steve,Phil Traill
11531,Book of Shadows: Blair Witch 2,Joe Berlinger
9100,The Craft,Andrew Fleming
116,Match Point,Woody Allen
38843,Ramona and Beezus,Elizabeth Allen Rosenbaum
1245,The Remains of the Day,James Ivory
4995,Boogie Nights,Paul Thomas Anderson
10413,Nowhere to Run,Robert Harmon
14012,Flicka,Michael Mayer
9793,The Hills Have Eyes 2,Martin Weisz
12212,Urban Legends: Final Cut,John Ottman
13768,Tuck Everlasting,Jay Russell
8975,The Marine,John Bonito
342521,Keanu,Peter Atencio
45272,Country Strong,Shana Feste
9424,Disturbing Behavior,David Nutter
97367,The Place Beyond the Pines,Derek Cianfrance
254904,The November Man,Roger Donaldson
18681,Eye of the Beholder,Stephan Elliott
12162,The Hurt Locker,Kathryn Bigelow
11495,Firestarter,Mark L. Lester
64689,Killing Them Softly,Andrew Dominik
157849,A Most Wanted Man,Anton Corbijn
13166,Freddy Got Fingered,Tom Green
15511,VeggieTales: The Pirates Who Don't Do Anything,Mike Nawrocki
37003,U2 3D,Mark Pellington
12211,Highlander: Endgame,Douglas Aarniokoski
13816,Idlewild,Bryan Barber
51828,One Day,Lone Scherfig
22798,Whip It,Drew Barrymore
7501,Knockaround Guys,Brian Koppelman
10743,Confidence,James Foley
37718,The Muse,Albert Brooks
15237,De-Lovely,Irwin Winkler
9686,New York Stories,Francis Ford Coppola
17644,Barney's Great Adventure,Steve Gomer
97430,The Man with the Iron Fists,RZA
12257,Home Fries,Dean Parisot
13539,Here On Earth,Mark Piznarski
68,Brazil,Terry Gilliam
14024,Raise Your Voice,Sean McNamara
115,The Big Lebowski,Joel Coen
7874,Black Snake Moan,Craig Brewer
4911,Dark Blue,Ron Shelton
1988,A Mighty Heart,Michael Winterbottom
16222,Whatever It Takes,David Raynr
9557,Boat Trip,Mort Nathan
9026,The Importance of Being Earnest,Oliver Parker
57943,The Love Letter,Dan Curtis
18276,Hoot,Wil Shriner
8321,In Bruges,Martin McDonagh
72359,Peeples,Tina Gordon Chism
10186,The Rocker,Peter Cattaneo
25704,Post Grad,Vicky Jenson
133694,Promised Land,Gus Van Sant
19265,Whatever Works,Woody Allen
36047,The In Crowd,Mary Lambert
8053,The Three Burials of Melquiades Estrada,Tommy Lee Jones
2290,Jakob the Liar,Peter Kassovitz
5236,Kiss Kiss Bang Bang,Shane Black
6552,Idle Hands,Rodman Flender
1018,Mulholland Drive,David Lynch
10075,Blood and Chocolate,Katja von Garnier
38031,You Will Meet a Tall Dark Stranger,Woody Allen
42188,Never Let Me Go,Mark Romanek
112430,The Company,Mikael Salomon
6687,Transsiberian,Brad Anderson
13853,The Clan of the Cave Bear,Michael Chapman
31306,Crazy in Alabama,Antonio Banderas
8461,Funny Games,Michael Haneke
331592,Listening,Khalil Sullins
47692,Felicia's Journey,Atom Egoyan
19,Metropolis,Fritz Lang
10045,District B13,Pierre Morel
400,Things to Do in Denver When You're Dead,Gary Fleder
253450,The Assassin,Hou Hsiao-hsien
9104,Buffalo Soldiers,Gregor Jordan
11190,The Return,Andrey Zvyagintsev
16353,Ong Bak 2,Tony Jaa
23759,Centurion,Neil Marshall
24206,Silent Trigger,Russell Mulcahy
10185,The Midnight Meat Train,Ryûhei Kitamura
75033,Winnie Mandela,Darrell James Roodt
74536,The Son of No One,Dito Montiel
31668,All The Queen's Men,Stefan Ruzowitzky
13501,The Good Night,Jake Paltrow
15208,Bathory: Countess of Blood,Juraj Jakubisko
172391,Khumba,Anthony Silverston
262543,Automata,Gabe Ibáñez
9288,Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively
370980,Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti
20083,Shinjuku Incident,Derek Yee Tung-Sing
40880,Pandaemonium,Julien Temple
137,Groundhog Day,Harold Ramis
264999,Magic Mike XXL,Gregory Jacobs
454,Romeo + Juliet,Baz Luhrmann
53457,Sarah's Key,Gilles Paquet-Brenner
288980,Freedom,Peter Cousens
33,Unforgiven,Clint Eastwood
1951,Manderlay,Lars von Trier
12405,Slumdog Millionaire,Danny Boyle
10998,Fatal Attraction,Adrian Lyne
114,Pretty Woman,Garry Marshall
9396,Crocodile Dundee II,John Cornell
319910,Broken Horses,Vidhu Vinod Chopra
2604,Born on the Fourth of July,Oliver Stone
864,Cool Runnings,Jon Turteltaub
14435,My Bloody Valentine,Patrick Lussier
1931,Stomp the Yard,Sylvain White
691,The Spy Who Loved Me,Lewis Gilbert
9877,Urban Legend,Jamie Blanks
62008,Good Deeds,Tyler Perry
12227,White Fang,Randal Kleiser
13824,Superstar,Bruce McCulloch
71688,The Iron Lady,Phyllida Lloyd
15173,Jonah: A VeggieTales Movie,Phil Vischer
8291,Poetic Justice,John Singleton
13950,All About the Benjamins,Kevin Bray
12158,Vampire in Brooklyn,Wes Craven
11586,Exorcist II: The Heretic,John Boorman
10008,An American Haunting,Courtney Solomon
2830,My Boss's Daughter,David Zucker
12403,A Perfect Getaway,David Twohy
34563,Our Family Wedding,Rick Famuyiwa
14557,Dead Man on Campus,Alan Cohn
10368,Tea with Mussolini,Franco Zeffirelli
10280,Thinner,Tom Holland
12637,"New York, New York",Martin Scorsese
34152,Crooklyn,Spike Lee
14434,I Think I Love My Wife,Chris Rock
11470,Jason X,James Isaac
10741,Bobby,Emilio Estevez
24940,Head Over Heels,Mark Waters
82679,Fun Size,Josh Schwartz
2013,The Diving Bell and the Butterfly,Julian Schnabel
1440,Little Children,Todd Field
18041,Gossip,Davis Guggenheim
28029,A Walk on the Moon,Tony Goldwyn
1123,Catch a Fire,Phillip Noyce
14033,Soul Survivors,Stephen Carpenter
87729,Jefferson in Paris,James Ivory
16899,Easy Virtue,Stephan Elliott
41317,Caravans,James Fargo
245700,Mr. Turner,Mike Leigh
37842,Wild Grass,Alain Resnais
9045,Amen.,Costa-Gavras
44092,Reign of Assassins,John Woo
16005,The Lucky Ones,Neil Burger
44754,Margaret,Kenneth Lonergan
23988,Stan Helsing,Bo Zenga
43949,Flipped,Rob Reiner
142,Brokeback Mountain,Ang Lee
9603,Clueless,Amy Heckerling
10712,Far from Heaven,Todd Haynes
243938,Hot Tub Time Machine 2,Steve Pink
10876,Quills,Philip Kaufman
86838,Seven Psychopaths,Martin McDonagh
25208,The Caveman's Valentine,Kasi Lemmons
613,Downfall,Oliver Hirschbiegel
1913,The Sea Inside,Alejandro Amenábar
97370,Under the Skin,Jonathan Glazer
801,"Good Morning, Vietnam",Barry Levinson
70829,The Last Godfather,Shim Hyung-Rae
54518,Justin Bieber: Never Say Never,Jon M. Chu
44214,Black Swan,Darren Aronofsky
240,The Godfather: Part II,Francis Ford Coppola
9816,Save the Last Dance,Thomas Carter
10131,A Nightmare on Elm Street 4: The Dream Master,Renny Harlin
339984,Miracles from Heaven,Patricia Riggen
8859,"Dude, Where’s My Car?",Danny Leiner
11967,Young Guns,Christopher Cain
239563,St. Vincent,Theodore Melfi
222899,About Last Night,Steve Pink
4951,10 Things I Hate About You,Gil Junger
10985,The New Guy,Ed Decter
9644,National Lampoon's Loaded Weapon 1,Gene Quintano
332567,The Shallows,Jaume Collet-Serra
1954,The Butterfly Effect,Eric Bress
15489,Snow Day,Chris Koch
15250,This Christmas,Preston A. Whitmore II
22345,Baby Geniuses,Bob Clark
9448,The Big Hit,Kirk Wong
38223,Harriet the Spy,Bronwen Hughes
11186,Child's Play 2,John Lafia
136835,No Good Deed,Sam Miller
5876,The Mist,Frank Darabont
264660,Ex Machina,Alex Garland
492,Being John Malkovich,Spike Jonze
25462,Two Can Play That Game,Mark Brown
238603,Earth to Echo,Dave Green
10691,Crazy/Beautiful,John Stockwell
1251,Letters from Iwo Jima,Clint Eastwood
5172,The Astronaut Farmer,Michael Polish
58680,Woo,Daisy von Scherler Mayer
264644,Room,Lenny Abrahamson
14577,Dirty Work,Bob Saget
11592,Serial Mom,John Waters
16406,Dick,Andrew Fleming
19052,Light It Up,Craig Bolotin
3682,54,Mark Christopher
9683,Bubble Boy,Blair Hayes
2084,Birthday Girl,Jez Butterworth
107811,21 & Over,Jon Lucas
2266,"Paris, je t'aime",Isabel Coixet
13074,Resurrecting the Champ,Rod Lurie
144340,Admission,Paul Weitz
48217,The Widow of Saint-Pierre,Patrice Leconte
28211,Chloe,Atom Egoyan
47502,Faithful,Paul Mazursky
9950,Find Me Guilty,Sidney Lumet
84892,The Perks of Being a Wallflower,Stephen Chbosky
24227,Excessive Force,Jon Hess
9672,Infamous,Douglas McGrath
44853,The Claim,Michael Winterbottom
157544,The Vatican Tapes,Mark Neveldine
59678,Attack the Block,Joe Cornish
79777,In the Land of Blood and Honey,Angelina Jolie
158011,The Call,Brad Anderson
407887,Operation Chromite,John H. Lee
17043,The Crocodile Hunter: Collision Course,John Stainton
8952,I Love You Phillip Morris,Glenn Ficarra
62204,Quest for Fire,Jean-Jacques Annaud
13435,Antwone Fisher,Denzel Washington
17187,The Emperor's Club,Michael Hoffman
319,True Romance,Tony Scott
59457,Womb,Benedek Fliegauf
9504,Glengarry Glen Ross,James Foley
37414,The Killer Inside Me,Michael Winterbottom
6217,Cat People,Paul Schrader
26688,Sorority Row,Stewart Hendler
43867,The Prisoner of Zenda,John Cromwell
6615,Lars and the Real Girl,Craig Gillespie
14574,The Boy in the Striped Pyjamas,Mark Herman
16,Dancer in the Dark,Lars von Trier
39780,Oscar and Lucinda,Gillian Armstrong
21612,The Funeral,Abel Ferrara
36691,Solitary Man,Brian Koppelman
23631,Machete,Robert Rodriguez
45324,Casino Jack,George Hickenlooper
12144,The Land Before Time,Don Bluth
11658,Tae Guk Gi: The Brotherhood of War,Kang Je-gyu
56601,The Perfect Game,William Dear
9552,The Exorcist,William Friedkin
578,Jaws,Steven Spielberg
2105,American Pie,Chris Weitz
