budget,id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genres
4000000,114635,en,The Helpers,1.390659,2012-10-27,0,78.0,The Helpers,4.1,8,Horror
4000000,158150,en,How to Fall in Love,1.923514,2012-07-21,0,0.0,How to Fall in Love,5.2,20,Comedy_Romance_TV Movie
0,251979,en,The Perfect Wave,4.118612,2014-02-28,0,113.0,The Perfect Wave,4.4,21,Romance_Adventure_Drama
3900000,874,en,A Man for All Seasons,9.541688,1966-12-12,28350000,120.0,A Man for All Seasons,7.5,89,Drama_History
3800000,10774,en,Network,17.234745,1976-11-01,23689877,121.0,Network,7.7,381,Drama
4000000,770,en,Gone with the Wind,48.98255,1939-12-15,400176459,238.0,Gone with the Wind,7.7,970,Drama_Romance_War
0,266102,en,Desert Dancer,1.972668,2014-07-03,0,98.0,Desert Dancer,6.5,18,Drama
3800000,29715,en,Major Dundee,3.490215,1965-04-07,14873,123.0,Major Dundee,6.2,38,War_Western
3768785,25209,en,Annie Get Your Gun,1.726175,1950-05-17,8000000,107.0,Annie Get Your Gun,7.3,22,Action_Comedy_Music_Romance_Western
967686,37495,en,Four Lions,20.544999,2010-05-07,4270000,101.0,Four Lions,7.0,423,Comedy_Crime_Drama
0,29262,pt,Casa de Areia,0.389471,2005-05-13,0,115.0,The House of Sand,6.7,9,Drama
3500000,34769,en,Defendor,8.45342,2009-09-12,44462,101.0,Defendor,6.5,195,Drama_Action_Comedy_Crime
3700000,35032,en,The Pirate,0.90522,1948-06-11,2956000,102.0,The Pirate,6.6,17,Music_Romance
3800000,5178,en,The Good Heart,2.201678,2009-09-11,0,95.0,The Good Heart,6.0,21,Drama_Comedy_Romance
4000000,8618,en,The History Boys,3.771652,2006-10-02,13401952,109.0,The History Boys,6.6,66,Comedy_Drama
3600000,3116,en,Midnight Cowboy,21.119209,1969-05-25,44785053,113.0,Midnight Cowboy,7.4,299,Drama
3500000,9427,en,The Full Monty,17.002623,1997-08-13,257850122,91.0,The Full Monty,6.8,363,Comedy
3500000,813,en,Airplane!,46.116885,1980-07-02,83453539,88.0,Airplane!,7.1,1074,Comedy
5000000,352978,en,Chain of Command,1.398981,2015-08-30,0,88.0,Chain of Command,5.3,11,Thriller_Adventure_Action
3500000,10634,en,Friday,25.5748,1995-04-26,28215918,91.0,Friday,7.0,503,Comedy
3500000,9516,en,Menace II Society,3.418871,1993-05-26,27900000,97.0,Menace II Society,7.2,173,Drama_Action_Crime
3500000,16288,en,Creepshow 2,10.729884,1987-05-01,14000000,92.0,Creepshow 2,5.9,129,Horror
3716946,23330,en,The Ballad of Cable Hogue,2.676535,1970-05-13,5000000,121.0,The Ballad of Cable Hogue,6.9,47,Action_Comedy_Western
3500000,18900,en,In Cold Blood,7.821438,1967-12-14,13007551,134.0,In Cold Blood,7.4,82,Crime_Drama
3500000,27029,en,The Nun's Story,3.281509,1959-06-18,12800000,149.0,The Nun's Story,7.4,46,Drama
3500000,26268,en,Harper,2.938973,1966-02-23,12000000,121.0,Harper,6.2,35,Action_Drama_Thriller_Crime_Mystery
3500000,573,en,Frenzy,10.219942,1972-05-25,12600000,116.0,Frenzy,7.1,158,Crime_Drama_Mystery_Thriller
3500000,310131,en,The Witch,50.319662,2016-02-19,40423945,92.0,The Witch,6.3,1434,Mystery_Horror
0,40505,en,I Got the Hook Up,0.593068,1998-05-27,0,93.0,I Got the Hook Up,5.4,8,Action_Comedy
3500000,11363,en,She's the One,8.406025,1996-08-26,9482579,96.0,She's the One,5.7,70,Comedy_Romance
10000000,3033,en,Gods and Monsters,5.588652,1998-01-21,6451628,105.0,Gods and Monsters,6.8,81,Drama
2000000,25376,es,El secreto de sus ojos,25.894065,2009-08-13,33965843,129.0,The Secret in Their Eyes,7.8,626,Crime_Drama_Mystery_Romance
0,22007,en,Train,3.280081,2008-10-16,0,94.0,Train,4.8,36,Horror_Thriller
3600000,765,en,Evil Dead II,35.674774,1987-03-13,5923044,84.0,Evil Dead II,7.6,742,Horror_Comedy_Fantasy
0,10615,en,Pootie Tang,3.115754,2001-06-29,0,81.0,Pootie Tang,5.4,43,Action_Comedy
1000000,205321,en,Sharknado,20.466433,2013-07-11,0,86.0,Sharknado,3.8,476,TV Movie_Horror
0,89540,es,La otra conquista,0.015597,1999-04-01,0,105.0,The Other Conquest,5.4,4,Drama_Foreign
3500000,46146,nb,Trolljegeren,12.982319,2010-10-29,4159678,103.0,Troll Hunter,6.7,583,Fantasy_Horror
0,38007,en,Ira & Abby,0.595136,2006-01-01,0,104.0,Ira & Abby,5.8,9,Comedy_Romance
3500000,14256,en,Winter Passing,3.643608,2006-02-07,113783,98.0,Winter Passing,6.7,28,Comedy_Drama
3500000,540,en,D.E.B.S.,6.396936,2004-01-21,0,91.0,D.E.B.S.,5.6,90,Action
0,370464,en,The Masked Saint,0.909067,2016-01-08,0,111.0,The Masked Saint,2.9,7,Crime_Action
3500000,20055,en,The Betrayed,1.348114,2008-09-27,0,98.0,The Betrayed,5.2,10,Crime_Drama_Mystery_Thriller
0,224569,en,Taxman,0.964802,1999-09-16,0,104.0,Taxman,2.0,1,Action_Crime_Comedy_Thriller
0,395766,en,The Secret,0.042346,2016-04-29,0,200.0,The Secret,0.0,0,Drama
3500000,39303,en,2:13,1.271621,2009-04-25,0,96.0,2:13,4.6,10,Horror_Thriller_Mystery
3500000,142061,en,"Batman: The Dark Knight Returns, Part 2",25.891466,2013-01-18,0,78.0,"Batman: The Dark Knight Returns, Part 2",7.9,419,Action_Animation
3500000,370662,en,Time to Choose,1.618138,2015-09-04,0,100.0,Time to Choose,0.0,0,Documentary
3500000,252360,en,In the Name of the King III,4.304341,2013-12-27,0,85.0,In the Name of the King III,3.3,19,Action_Adventure_Drama_Fantasy
3500000,256740,en,Wicked Blood,3.158056,2014-03-04,0,92.0,Wicked Blood,5.3,37,Action_Drama_Thriller
0,299145,en,Dawn Patrol,3.230779,2015-06-05,0,86.0,Stranded,5.0,11,Drama
3440000,241766,en,Lords of London,1.913302,2014-01-06,0,90.0,Lords of London,3.6,6,Crime_Mystery_Thriller
3400000,12535,en,High Anxiety,5.690619,1977-12-25,31063038,94.0,High Anxiety,6.5,84,Comedy_Music
8000000,1667,fr,La Marche de l'empereur,17.537154,2005-01-26,127392239,80.0,March of the Penguins,6.9,358,Documentary_Family
3500000,50839,en,Margin Call,26.259389,2011-09-28,19504039,107.0,Margin Call,6.7,524,Thriller_Drama
0,86549,en,August,1.419431,2011-06-09,0,100.0,August,6.2,15,Drama
3000000,13973,en,Choke,11.637458,2008-09-26,3830137,92.0,Choke,6.0,127,Comedy_Drama
3300000,244786,en,Whiplash,192.528841,2014-10-10,13092000,105.0,Whiplash,8.3,4254,Drama
3300000,598,pt,Cidade de Deus,44.356711,2002-02-05,30641770,130.0,City of God,8.1,1814,Drama_Crime
600000,11129,en,Human Traffic,4.859873,1999-06-04,4000000,99.0,Human Traffic,6.8,97,Comedy_Drama
3400000,75861,en,To Write Love on Her Arms,6.723057,2015-03-13,0,118.0,To Write Love on Her Arms,6.8,47,Drama_Music
0,13551,en,The Dead Girl,3.069605,2006-11-07,0,85.0,The Dead Girl,6.4,66,Mystery_Drama_Crime_Thriller
3800000,103663,da,Jagten,21.826888,2012-08-28,16800000,115.0,The Hunt,7.9,927,Drama
0,850,en,A Christmas Story,15.128316,1983-11-18,19294144,94.0,A Christmas Story,7.4,344,Comedy_Family
0,12586,en,Bella,1.814802,2006-09-09,0,91.0,Bella,6.7,37,Drama_Romance
4300000,11564,en,Class of 1984,5.643023,1982-08-20,0,98.0,Class of 1984,6.2,66,Action_Drama_Horror_Crime_Thriller
3300000,301748,en,Opposite Sex,2.964785,2014-11-08,45000,96.0,The Opposite Sex,4.1,9,Comedy
2000000,108346,en,Dreaming of Joseph Lees,0.11615,1999-10-29,7,92.0,Dreaming of Joseph Lees,8.0,1,Romance_Drama
0,8841,fr,Entre les murs,13.437038,2008-09-24,28814580,128.0,The Class,6.8,174,Drama
3200000,805,en,Rosemary's Baby,26.180367,1968-06-12,33395426,136.0,Rosemary's Baby,7.5,863,Horror_Drama_Mystery
3200000,11697,en,The Man Who Shot Liberty Valance,11.735287,1962-04-22,8000000,123.0,The Man Who Shot Liberty Valance,7.4,265,Western
0,22051,en,Adam,8.308442,2009-07-29,2277396,99.0,Adam,6.9,150,Drama_Romance
0,436,es,"María, llena eres de gracia",3.027892,2004-01-18,0,101.0,Maria Full of Grace,6.9,101,Drama_Thriller_Crime
3200000,55347,en,Beginners,11.933449,2010-09-11,5332926,105.0,Beginners,6.8,347,Drama_Romance_Comedy
0,10070,en,Feast,8.825113,2005-10-14,658573,95.0,Feast,6.1,160,Action_Comedy_Horror
2700000,8469,en,Animal House,17.332585,1978-07-27,141000000,109.0,Animal House,7.0,418,Comedy
2500000,658,en,Goldfinger,47.812466,1964-09-17,124881062,110.0,Goldfinger,7.2,987,Adventure_Action_Thriller
2400000,125490,en,Antiviral,11.753553,2012-09-19,0,110.0,Antiviral,5.7,112,Science Fiction_Horror
3180000,1585,en,It's a Wonderful Life,42.868495,1946-12-20,9644124,130.0,It's a Wonderful Life,8.0,1076,Drama_Family_Fantasy
4000000,627,en,Trainspotting,63.513324,1996-02-23,16491080,93.0,Trainspotting,7.8,2655,Drama_Crime
0,23618,en,The Original Kings of Comedy,1.918959,2000-08-18,0,115.0,The Original Kings of Comedy,6.3,15,Comedy
3000000,41436,en,Paranormal Activity 2,22.789649,2010-10-20,177512032,91.0,Paranormal Activity 2,5.7,722,Horror_Thriller
0,10162,en,Waking Ned,5.735912,1998-09-15,0,91.0,Waking Ned,7.4,54,Comedy_Romance
4000000,1430,en,Bowling for Columbine,11.414843,2002-10-09,35564473,120.0,Bowling for Columbine,7.3,453,Documentary
0,259943,zh,归来,6.017273,2014-05-16,0,111.0,Coming Home,6.9,49,Drama
3000000,10014,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,21.607228,1985-10-31,29999213,87.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361,Horror
3000000,11257,en,A Room with a View,7.961559,1985-12-13,20966644,117.0,A Room with a View,6.9,156,Drama_Romance
3000000,158015,en,The Purge,54.403033,2013-05-31,89328627,86.0,The Purge,6.0,2428,Science Fiction_Horror_Thriller
3000000,82507,en,Sinister,41.045084,2012-03-29,77712439,110.0,Sinister,6.7,1573,Horror_Thriller_Mystery
3000000,20337,en,Martin Lawrence Live: Runteldat,0.295226,2002-08-01,19184015,113.0,Martin Lawrence Live: Runteldat,5.0,1,Comedy
3000000,261,en,Cat on a Hot Tin Roof,16.553594,1958-02-17,17570324,108.0,Cat on a Hot Tin Roof,7.6,165,Drama_Romance
3000000,1685,en,Beneath the Planet of the Apes,24.393296,1970-05-01,18999718,95.0,Beneath the Planet of the Apes,6.2,361,Adventure_Science Fiction_Mystery
3000000,20737,en,Air Bud,11.241802,1997-08-01,23144499,98.0,Air Bud,5.3,106,Comedy_Family_Drama
16000000,10991,ja,Pokémon 3: The Movie,9.18885,2000-07-08,68411275,93.0,Pokémon: Spell of the Unknown,5.9,137,Adventure_Fantasy_Animation_Action_Family
3000000,10225,en,Friday the 13th Part VI: Jason Lives,11.158167,1986-08-01,19472057,86.0,Friday the 13th Part VI: Jason Lives,5.7,216,Horror_Mystery_Thriller
3000000,826,en,The Bridge on the River Kwai,23.109959,1957-10-02,33300000,161.0,The Bridge on the River Kwai,7.7,542,Drama_History_War
3000000,34086,en,Spaced Invaders,1.586598,1990-04-27,15369573,100.0,Spaced Invaders,4.7,25,Comedy_Family_Science Fiction
2000000,5854,en,Family Plot,3.832858,1976-04-09,7900000,121.0,Family Plot,6.7,86,Comedy_Crime_Thriller
3000000,284,en,The Apartment,22.889294,1960-06-15,25000000,125.0,The Apartment,8.1,483,Comedy_Drama_Romance
3000000,10285,en,Jason Goes to Hell: The Final Friday,10.341982,1993-08-13,15938065,87.0,Jason Goes to Hell: The Final Friday,4.2,193,Fantasy_Horror_Thriller
3000000,5780,en,Torn Curtain,7.924982,1966-07-13,13000000,128.0,Torn Curtain,6.4,120,Mystery_Thriller
3000000,292,en,Dave Chappelle's Block Party,1.697846,2005-09-12,11718595,100.0,Dave Chappelle's Block Party,6.4,28,Comedy_Documentary_Music
0,223485,en,Slow West,14.936661,2015-04-16,229094,84.0,Slow West,6.6,367,Romance_Thriller_Western
3000000,29463,en,Krush Groove,0.720091,1985-10-25,0,97.0,Krush Groove,7.0,11,Drama_Music_Romance
0,18065,en,Next Day Air,2.747402,2009-02-06,0,84.0,Next Day Air,5.3,36,Action_Comedy_Crime
3000000,22013,en,Elmer Gantry,6.734965,1960-06-19,10400000,146.0,Elmer Gantry,7.3,41,Drama
3000000,821,en,Judgment at Nuremberg,13.338539,1961-12-01,10000000,186.0,Judgment at Nuremberg,7.6,155,Drama_History
0,53862,en,Trippin',0.185373,1999-05-12,9016377,94.0,Trippin',4.5,4,Comedy_Romance
3000000,3089,en,Red River,5.344815,1948-08-26,9012000,133.0,Red River,7.3,82,Western
0,30139,en,Phat Girlz,0.982624,2006-01-01,0,99.0,Phat Girlz,3.7,10,Comedy_Romance
3000000,132344,en,Before Midnight,23.299907,2013-04-05,11176469,108.0,Before Midnight,7.4,568,Romance_Drama
0,15582,en,Teen Wolf Too,4.103764,1987-11-20,0,95.0,Teen Wolf Too,3.8,46,Comedy_Fantasy_Family
3000000,15158,en,Phantasm II,5.003615,1988-07-08,7282851,97.0,Phantasm II,6.3,94,Action_Horror_Science Fiction_Thriller
3000000,44634,en,Woman Thou Art Loosed,0.019984,2004-09-30,6804016,94.0,Woman Thou Art Loosed,5.0,3,Drama
0,30309,en,Real Women Have Curves,1.026243,2002-01-01,0,86.0,Real Women Have Curves,5.8,19,Comedy_Drama
0,7509,en,Water,2.787375,2005-09-08,10422387,115.0,Water,6.8,34,Drama_Foreign_Romance
3800000,10557,en,East Is East,3.667372,1999-05-14,28200000,97.0,East Is East,6.5,59,Comedy
3000000,23531,en,Whipped,2.144354,2000-09-01,0,82.0,Whipped,3.1,11,Comedy_Romance
3000000,28005,en,Kama Sutra - A Tale of Love,3.937939,1996-09-11,4109095,117.0,Kama Sutra - A Tale of Love,5.7,35,Drama_History_Romance
3000000,40247,en,Please Give,5.325156,2010-01-22,0,90.0,Please Give,6.0,57,Comedy_Drama
3000000,252,en,Willy Wonka & the Chocolate Factory,23.981601,1971-06-29,4000000,100.0,Willy Wonka & the Chocolate Factory,7.4,798,Family_Fantasy
0,24126,en,Warlock: The Armageddon,3.107149,1993-05-01,0,98.0,Warlock: The Armageddon,5.2,38,Fantasy_Horror_Science Fiction
0,13982,en,8 Heads in a Duffel Bag,5.016607,1997-04-18,0,95.0,8 Heads in a Duffel Bag,5.4,39,Comedy_Crime
0,16642,en,Days of Heaven,13.857194,1978-09-13,0,94.0,Days of Heaven,7.6,234,Drama_Romance
0,17734,en,Thirteen Conversations About One Thing,6.997495,2001-09-02,0,104.0,Thirteen Conversations About One Thing,6.4,25,Drama
3000000,18892,en,Jawbreaker,4.337685,1999-01-30,3076820,87.0,Jawbreaker,5.9,90,Comedy
2962051,549,en,Basquiat,3.636634,1996-08-09,3011195,108.0,Basquiat,6.6,94,Drama_History
0,121986,en,Frances Ha,15.492257,2013-05-17,4069826,86.0,Frances Ha,7.2,345,Comedy_Drama
3000000,868,af,Tsotsi,2.504169,2005-08-18,9879971,94.0,Tsotsi,6.9,94,Crime_Drama
3000000,10683,en,Happiness,10.757539,1998-10-16,2807390,139.0,Happiness,7.4,194,Comedy_Drama
0,17995,en,DysFunktional Family,1.580027,2003-04-04,0,89.0,DysFunktional Family,6.1,4,Comedy_Documentary
2800000,246403,en,Tusk,15.754614,2014-09-19,1826705,102.0,Tusk,5.1,366,Comedy_Horror
3000000,670,ko,올드보이,56.76349,2003-01-01,14980005,120.0,Oldboy,8.0,1945,Drama_Thriller_Mystery_Action
0,35691,en,Letters to God,3.644872,2010-04-09,0,110.0,Letters to God,6.5,37,Action_Drama_Family_Thriller
3000000,49010,en,Hobo with a Shotgun,16.900433,2011-05-06,748453,86.0,Hobo with a Shotgun,5.7,211,Action_Comedy_Thriller
3000000,317930,es,Compadres,1.569246,2016-03-31,0,101.0,Compadres,5.2,17,Action_Comedy
3000000,11229,en,Freeway,4.682881,1996-08-23,0,110.0,Freeway,6.5,95,Comedy_Drama_Thriller
0,22488,en,Love's Abiding Joy,1.128559,2006-10-06,0,87.0,Love's Abiding Joy,5.8,12,TV Movie_Action_Drama_Family
3000000,24469,en,Fish Tank,12.68672,2009-05-14,2357852,123.0,Fish Tank,6.9,250,Drama
0,82533,en,Damsels in Distress,3.750338,2012-04-06,0,99.0,Damsels in Distress,5.6,67,Comedy_Romance
0,50942,en,Creature,2.857848,1998-05-17,0,176.0,Creature,4.0,21,Horror_Science Fiction_Thriller
3000000,84174,en,Bachelorette,20.95282,2012-08-06,11947954,87.0,Bachelorette,5.3,444,Comedy_Romance
0,34099,en,Brave New Girl,0.18094,2004-04-25,0,120.0,Brave New Girl,3.7,3,Drama_Music_Family
0,79940,en,Tim and Eric's Billion Dollar Movie,1.75311,2012-03-02,0,94.0,Tim and Eric's Billion Dollar Movie,5.2,34,Comedy
2700000,342,de,Sommersturm,3.120747,2004-09-02,0,98.0,Summer Storm,6.7,59,Comedy_Drama
0,281230,en,Fort McCoy,0.384496,2014-01-01,0,0.0,Fort McCoy,6.3,2,War_Drama_History
0,38033,en,Chain Letter,2.504156,2010-10-01,0,96.0,Chain Letter,3.9,37,Horror_Thriller
3000000,100975,en,Just Looking,0.431332,1999-10-21,0,97.0,Just Looking,5.8,5,Drama_Comedy
3000000,38541,en,The Divide,11.882563,2011-03-13,22000,112.0,The Divide,5.7,197,Science Fiction
0,39563,en,The Eclipse,9.342465,2009-04-24,0,88.0,The Eclipse,6.1,15,Drama_Horror_Romance
3000000,234212,en,Demonic,12.564554,2015-02-12,3387000,83.0,Demonic,4.9,148,Thriller_Horror
0,27404,en,My Big Fat Independent Movie,0.68822,2005-03-04,0,80.0,My Big Fat Independent Movie,3.0,5,Comedy
0,170480,en,The Deported,0.194848,2010-06-15,0,90.0,The Deported,0.0,0,Comedy_Family
0,71866,en,Tanner Hall,2.015525,2009-09-14,0,96.0,Tanner Hall,5.4,32,Drama
3000000,192210,en,Open Road,2.680629,2013-04-12,0,85.0,Open Road,5.2,18,Action_Drama_Thriller
0,180296,en,They Came Together,12.036888,2014-06-27,0,84.0,They Came Together,5.3,171,Comedy
0,157058,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,1.737032,2013-01-14,0,80.0,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,28,Comedy
3000000,70006,en,Never Back Down 2: The Beatdown,9.249229,2011-09-13,0,90.0,Never Back Down 2: The Beatdown,5.8,136,Drama_Action
2500000,26039,en,Point Blank,5.164423,1967-08-30,3200000,92.0,Point Blank,7.1,95,Action_Crime_Drama_Thriller
3,79587,en,Four Single Fathers,0.008263,2009-01-15,0,100.0,Four Single Fathers,0.0,0,Drama_Comedy
0,176077,en,Enter the Dangerous Mind,1.998826,2013-03-11,0,88.0,Enter the Dangerous Mind,4.8,14,Thriller
3000000,260947,en,Something Wicked,1.968679,2014-04-04,0,95.0,Something Wicked,4.6,16,Mystery_Thriller
3000000,342502,en,AWOL-72,1.141463,2015-08-07,0,79.0,AWOL-72,2.8,10,Thriller
0,191229,en,Iguana,0.214704,1988-04-01,0,88.0,Iguana,6.0,1,
3200000,43213,en,Chicago Overcoat,1.034844,2009-10-10,0,95.0,Chicago Overcoat,6.1,5,Action_Crime_Thriller
0,44594,en,Barry Munday,1.975941,2010-03-13,0,95.0,Barry Munday,6.3,22,Comedy_Drama_Romance
2900000,666,pt,Central do Brasil,5.928937,1998-01-16,5596708,113.0,Central Station,7.6,126,Drama
2900000,248,en,Pocketful of Miracles,3.370225,1961-12-18,5000000,136.0,Pocketful of Miracles,7.3,25,Comedy_Drama
0,325173,en,Close Range,5.485217,2015-12-11,0,80.0,Close Range,4.9,54,Crime_Action
0,55831,en,Boynton Beach Club,0.18887,2005-08-05,0,105.0,Boynton Beach Club,6.8,3,Comedy_Drama_Romance
3000000,351043,en,Amnesiac,3.077885,2015-08-14,0,90.0,Amnesiac,4.1,52,Thriller_Mystery_Drama_Horror
3000000,43942,en,Freakonomics,1.781462,2010-10-01,103735,93.0,Freakonomics,6.6,36,Documentary
0,10226,fr,Haute tension,4.952983,2003-06-18,0,91.0,High Tension,6.6,271,Horror_Thriller_Mystery
2902660,66942,en,Griff the Invisible,1.35088,2011-08-19,0,93.0,Griff the Invisible,6.1,34,Romance_Comedy_Drama
0,356483,en,Unnatural,0.687656,2015-10-16,0,89.0,Unnatural,4.3,12,Thriller_Action_Horror
8000000,10476,en,Hustle & Flow,6.39503,2005-07-22,23563727,116.0,Hustle & Flow,6.9,99,Drama
2883848,239,en,Some Like It Hot,39.30982,1959-03-18,25000000,122.0,Some Like It Hot,8.0,808,Comedy_Romance
2800000,10281,en,Friday the 13th Part VII: The New Blood,9.070842,1988-05-13,19170001,88.0,Friday the 13th Part VII: The New Blood,5.3,192,Horror_Thriller
2777000,630,en,The Wizard of Oz,67.417542,1939-08-15,33754967,102.0,The Wizard of Oz,7.4,1642,Adventure_Family_Fantasy
2800000,3034,en,Young Frankenstein,36.444894,1974-12-15,86273333,106.0,Young Frankenstein,7.7,854,Comedy_Science Fiction
2000000,13025,en,Diary of the Dead,15.351412,2007-09-08,5364858,95.0,Diary of the Dead,5.4,190,Horror_Action_Science Fiction
0,21461,en,Lage Raho Munna Bhai,2.436019,2006-01-01,0,144.0,Lage Raho Munna Bhai,7.6,44,Comedy_Drama_Romance
0,55306,en,Ulee's Gold,0.93392,1997-06-13,0,112.0,Ulee's Gold,6.5,19,Drama
2700000,17264,en,The Black Stallion,11.35972,1979-10-17,37799643,118.0,The Black Stallion,7.0,59,Adventure_Family
0,346081,en,Sardaarji,0.296981,2015-06-26,0,0.0,Sardaarji,9.5,2,
0,16016,en,Rejsen til Saturn,1.776624,2008-09-26,0,90.0,Journey to Saturn,4.9,10,Action_Adventure_Animation_Comedy_Science Fiction
2686000,15875,en,Donovan's Reef,1.897263,1963-06-12,6600000,109.0,Donovan's Reef,6.0,30,Adventure_Comedy_Romance
0,5900,nl,De jurk,0.144031,1996-03-21,0,103.0,The Dress,7.0,3,Comedy_Drama
2627000,43306,en,A Guy Named Joe,0.531444,1944-03-01,5363000,120.0,A Guy Named Joe,6.0,8,Drama_Romance_War
2600000,11072,en,Blazing Saddles,22.793929,1974-02-07,119500000,93.0,Blazing Saddles,7.2,609,Western_Comedy
2600000,9730,en,Friday the 13th: The Final Chapter,14.013414,1984-04-13,32980880,91.0,Friday the 13th: The Final Chapter,5.9,237,Horror_Thriller
2159280,209274,pl,Ida,13.265432,2013-10-25,10700000,80.0,Ida,7.1,260,Drama
0,26371,en,Maurice,11.552247,1987-09-18,0,134.0,Maurice,7.1,61,Drama_Romance
0,14137,en,Beer League,1.73892,2006-09-15,0,86.0,Beer League,5.3,22,Comedy
2600000,291,en,Riding Giants,0.895946,2004-07-09,3166000,105.0,Riding Giants,7.6,23,Documentary
2600000,14139,es,Los cronocrímenes,19.02965,2007-09-20,553198,92.0,Timecrimes,7.0,308,Science Fiction_Thriller
0,33106,zh,疯狂的赛车,0.406645,2009-01-20,0,99.0,Silver Medalist,7.4,13,Action_Adventure_Comedy_Drama_Foreign
2600000,8875,en,Timber Falls,3.687574,2007-12-07,0,97.0,Timber Falls,5.2,38,Horror_Thriller
2540800,872,en,Singin' in the Rain,36.556954,1952-04-10,7200000,103.0,Singin' in the Rain,7.8,727,Comedy_Music_Romance
0,72914,en,"Fat, Sick & Nearly Dead",0.545825,2010-04-16,0,97.0,"Fat, Sick & Nearly Dead",7.1,47,Documentary
2500000,139038,en,A Haunted House,18.661541,2013-01-11,60141683,86.0,A Haunted House,5.4,516,Comedy_Horror
2500000,126509,en,2016: Obama's America,0.973582,2012-07-13,33400000,87.0,2016: Obama's America,4.6,19,Documentary
0,9591,en,That Thing You Do!,14.885388,1996-10-04,34585416,108.0,That Thing You Do!,6.8,225,Comedy_Drama
2500000,10676,en,Halloween III: Season of the Witch,12.030456,1982-10-22,14400000,98.0,Halloween III: Season of the Witch,5.0,229,Horror_Mystery_Science Fiction
2500000,1687,en,Escape from the Planet of the Apes,18.30961,1971-05-20,12348905,98.0,Escape from the Planet of the Apes,6.3,264,Action_Science Fiction
2500000,24748,en,Hud,6.82919,1963-05-29,10000000,112.0,Hud,7.5,66,Action_Drama_Western
0,181330,en,Kevin Hart: Let Me Explain,9.799357,2013-07-03,32230907,74.0,Kevin Hart: Let Me Explain,7.1,95,Comedy_Documentary
2500000,468,en,My Own Private Idaho,10.363642,1991-10-17,0,104.0,My Own Private Idaho,7.1,212,Drama_Romance
2500000,401,en,Garden State,30.583959,2004-07-28,26781723,102.0,Garden State,7.1,618,Comedy_Drama_Romance
2500000,76,en,Before Sunrise,23.672571,1995-01-27,5535405,105.0,Before Sunrise,7.7,959,Drama_Romance
0,50538,fr,Sur le seuil,0.205034,2003-10-03,0,100.0,Evil Words,6.9,8,Horror_Mystery_Thriller
0,25636,en,Jesus' Son,5.581743,1999-09-05,0,107.0,Jesus' Son,6.7,22,Comedy_Drama_Romance
0,19316,en,Saving Face,2.487255,2004-09-12,0,91.0,Saving Face,6.8,32,Comedy_Romance
0,21074,en,Brick Lane,0.262135,2007-11-16,0,102.0,Brick Lane,5.2,15,Drama
2500000,84329,en,Robot & Frank,23.419061,2012-08-16,3325038,85.0,Robot & Frank,6.8,450,Science Fiction_Comedy_Drama_Crime
0,20,en,My Life Without Me,7.958831,2003-03-07,9726954,106.0,My Life Without Me,7.2,77,Drama_Romance
2500000,157386,en,The Spectacular Now,25.722747,2013-08-02,6854611,95.0,The Spectacular Now,6.8,1048,Comedy_Drama_Romance
0,13007,en,Religulous,9.774126,2008-10-01,0,101.0,Religulous,7.2,197,Comedy_Documentary
0,13518,en,Fuel,0.197469,2008-11-14,0,90.0,Fuel,7.0,3,Documentary_Drama
0,116584,en,Valley of the Heart's Delight,0.142255,2006-04-24,0,100.0,Valley of the Heart's Delight,7.0,1,Drama
2500000,46849,en,Eye of the Dolphin,0.301884,2007-08-24,71904,100.0,Eye of the Dolphin,7.1,7,Drama
0,40428,en,8: The Mormon Proposition,0.424957,2010-01-01,0,80.0,8: The Mormon Proposition,5.5,6,Documentary
14000000,17334,en,The Other End of the Line,3.393648,2008-10-29,0,106.0,The Other End of the Line,6.1,50,Comedy_Romance
0,1698,de,Anatomie,5.025938,2000-02-03,0,103.0,Anatomy,6.1,61,Horror_Thriller
2500000,20764,en,Sleep Dealer,4.624691,2008-12-10,107559,90.0,Sleep Dealer,6.0,40,Drama_Science Fiction_Thriller
2500000,45132,en,Super,12.204569,2010-09-09,324138,96.0,Super,6.6,441,Comedy_Action_Drama
0,76706,en,Christmas Mail,0.630226,2010-12-01,0,89.0,Christmas Mail,5.0,15,Comedy_Family
2500000,254472,de,Stung,4.270489,2015-07-03,0,87.0,Stung,4.9,63,Comedy_Horror
35000000,332285,en,Antibirth,3.674294,2016-09-02,0,94.0,Antibirth,4.8,40,Horror
2400000,49471,en,Get on the Bus,4.623059,1996-10-16,5731103,120.0,Get on the Bus,7.0,11,Drama
0,13569,en,Thr3e,1.946715,2006-12-01,0,101.0,Thr3e,4.8,21,Drama_Horror_Thriller
30000000,7512,en,Idiocracy,27.940093,2006-09-01,495303,84.0,Idiocracy,6.3,664,Adventure_Comedy_Science Fiction
2500000,356216,en,The Rise of the Krays,1.759506,2015-08-29,0,110.0,The Rise of the Krays,4.5,19,Crime
